,ID,EAR,MAR,CIR,MOE,State
0,75,0.3600286413163449,1.5185238807278911,0.6977516146511075,4.217786327153944,5
1,75,0.3352792372622179,1.4541773871342392,0.6787959434853211,4.337212763332984,5
2,75,0.3388562075744883,1.422547813605636,0.6565377008085257,4.1980869224387085,5
3,75,0.332841104595059,1.4683656087553978,0.6492650350179525,4.411611391993906,5
4,75,0.3053564531684728,1.3922666575900835,0.6237621037384296,4.559480054027008,5
5,75,0.2998410919602879,1.4379114193509,0.6467291052284431,4.795578250966823,5
6,75,0.2976994890815463,1.38521578406928,0.6101464525327245,4.653067387998908,5
7,75,0.3227305729701505,1.4737318740148786,0.6890558814774878,4.566446433791027,5
8,75,0.3228157047139733,1.6338938397108744,0.641126720207346,5.061382751370678,5
9,75,0.3058431628244882,1.3097167840209554,0.6428263600955028,4.282315066080296,5
10,75,0.3166873010004378,1.327225011862897,0.6389231126673967,4.190963791949024,5
11,75,0.306675454655806,1.4005804899700296,0.6521334362051339,4.566979419797246,5
12,75,0.27883326429273,1.428802438377946,0.5993615276012462,5.124218023276927,5
13,75,0.3362847123165473,1.633557756981158,0.6749764991561611,4.8576628587370285,5
14,75,0.3146872767682118,1.5275915981817132,0.6084091090780911,4.854316367251436,5
15,75,0.2852592344585077,1.4030290681371271,0.6243275092361744,4.9184352289257935,5
16,75,0.3001130747053959,1.411149727261507,0.6152424697730193,4.702060143986572,5
17,75,0.3147659659953299,1.4628587632133163,0.6256501260920645,4.6474489660518765,5
18,75,0.3501983003469053,1.5668041624423623,0.6617438018648294,4.474048448808263,5
19,75,0.3137371219826027,1.615142308153363,0.6205679840934324,5.148075235556364,5
20,75,0.3033312488472605,1.5667622647281785,0.6202964491607024,5.165185818085978,5
21,75,0.2832939896778866,1.5823560414058615,0.5977738913988121,5.58556163935933,5
22,75,0.316928937090591,1.545188024819388,0.6216690887589449,4.875503130147157,5
23,75,0.3225806451612903,1.5688517300709368,0.637808014111634,4.863440363219905,5
24,75,0.3307940403292805,1.4962248895700512,0.6663525370139124,4.52313133598378,5
25,75,0.2786885245901639,1.5161518567551615,0.5909705810707753,5.440309603650875,5
26,75,0.325188087999752,1.5611849006907437,0.6612439054083038,4.800867431195494,5
27,75,0.3243381398791614,1.51205027495594,0.594904883051408,4.661956424610699,5
28,75,0.3590682202450676,1.5939623366003082,0.6528519813190439,4.439162940993255,5
29,75,0.3508050160588292,1.7024361204684684,0.7246885826061399,4.852941213882112,5
30,75,0.2804229863715702,1.5061941305435227,0.590062853303197,5.371150739218514,5
31,75,0.3178163948524519,1.7201142591773035,0.6200548687614238,5.412289255800905,5
32,75,0.3396471463258451,1.6404726277746535,0.67384257184614,4.829932020688446,5
33,75,0.2970019080126538,1.372317847573522,0.6020990043310835,4.620569129525775,5
34,75,0.3113882774776106,1.4323850791078,0.5743036330315539,4.59999679728082,5
35,75,0.3003762948568161,1.417324094226822,0.5852837501884471,4.718495162550808,5
36,75,0.3189331522452141,1.389789709435196,0.5955572558132411,4.357620710331944,5
37,75,0.3011895392387437,1.3855995309520246,0.6108311897605799,4.600423821006952,5
38,75,0.2049169851870202,1.476599416010613,0.4897724775179741,7.20584198846657,5
39,75,0.2753331774231594,1.3427584604259886,0.5421456174899644,4.876849470132339,5
40,75,0.2980680002133998,1.4488635817610025,0.5868460171468065,4.860849137524653,5
41,75,0.3098420632446594,1.4693914626067666,0.6252735673943688,4.7423885808767565,5
42,75,0.283746737315969,1.442254809162025,0.5991824120178108,5.082894777239281,5
43,75,0.3169196726560859,1.7264686424574849,0.5992835208522344,5.447653747676969,5
44,75,0.3486287573176359,1.9172785715644167,0.6068337228121902,5.499484856946506,5
45,75,0.3364794159536213,1.5118485770320442,0.603304205164297,4.493138377416911,5
46,75,0.349800425591773,1.9373137880518467,0.6487376038694768,5.538340282961081,5
47,75,0.2962116986941392,1.7298019438943495,0.5957927256944217,5.839748907690845,5
48,75,0.3487727519351317,1.7423164911662683,0.6609128753699752,4.995563677205845,5
49,75,0.3138755439537205,1.759145984446599,0.6129214921208415,5.604597167041396,5
50,75,0.3020246497838199,1.4338873739005034,0.5775862633637807,4.747583930407125,5
51,75,0.3151429334336257,1.4444779880445493,0.6109252655929839,4.583564582287484,5
52,75,0.3303989245040796,1.422162585324949,0.6442584809532841,4.304380189673979,5
53,75,0.2990508472476029,1.6617842881454918,0.5691500494229789,5.556861996681109,5
54,75,0.3003592040657812,1.665795034344472,0.6323045204665123,5.5460096171371145,5
55,75,0.2997795889192761,1.7304299336009072,0.5962760563703492,5.772340738204405,5
56,75,0.3087321651080166,1.7200441303167786,0.6188014422229611,5.571314960703831,5
57,75,0.3256366418654948,1.4266373462261035,0.6099874987395862,4.381071300985164,5
58,75,0.287367437479855,1.5126808932748603,0.5950194377025191,5.26392588715241,5
59,75,0.3408915668729181,1.526817859795357,0.6409025503743353,4.478895954514895,5
60,75,0.3095765625831216,1.4028580338410213,0.6341611406672594,4.531538247390264,5
61,75,0.3439137864845175,1.4819457648486942,0.6628386060137371,4.309061814581863,5
62,75,0.3333333333333333,1.4560423689642292,0.6745485474062495,4.368127106892687,5
